,Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
1508,3873,1007,X,38,5484.7,8.9,UnSecured,44,8,456,H,Y,0,M,M,96,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,456,120000,0,3138,0,0,D,60,0,0,0,99,0,0,0,0,1,21,N,0,32,2,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1509,3874,928,A,42,1289.64,21.9,UnSecured,23,4,288,H,Y,0,M,F,60,R,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,660,200000,0,3573,9,0,D,71,0,0,0,99,0,0,0,0,3,15,N,0,36,6,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1511,3876,939,A,48,1323.01,25.9,UnSecured,46,8,60,T,Y,0,D,F,120,R,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,120000,0,795,19,0,D,71,0,0,0,99,0,1,0,0,0,3,N,0,8,7,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1519,3889,876,A,18,1200.0,23.9,UnSecured,12,2,18,H,Y,0,S,F,12,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,9,140000,70000,74043,465,5,D,35,74,0,0,99,54,0,0,0,1,1,N,0,12,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1521,3892,1057,X,60,14138.52,7.4,UnSecured,22,4,300,H,Y,0,M,M,180,P,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,300,140000,0,60443,906,0,D,67,50,0,0,99,0,0,0,0,1,27,N,0,123,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1522,3895,825,C,120,17000.0,9.9,secured  ,0,1,1,H,Y,1,D,F,118,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,158,121995,116485,158536,363,0,D,47,118,0,0,99,0,0,0,0,2,0,N,0,421,8,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1525,3899,749,F,60,6000.0,29.9,UnSecured,44,8,167,H,Y,0,D,M,144,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,89000,83809,99420,858,5,D,44,85,1,2,59,0,2,2,0,7,6,N,1,157,8,N,59,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1526,3902,807,D,60,5000.0,18.9,UnSecured,21,4,16,H,Y,0,S,F,11,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,60,80000,75998,79990,426,5,D,26,77,0,0,99,0,1,1,0,3,0,N,0,40,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1527,3906,957,X,60,7000.0,11.7,UnSecured,41,7,108,T,Y,1,M,F,72,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,120000,0,4926,144,5,D,39,0,0,0,99,16,1,0,0,0,8,N,0,50,7,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
1528,3914,939,A,59,2000.0,30.9,UnSecured,43,7,132,H,Y,0,M,M,48,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,480,78000,51916,51977,512,5,D,55,53,0,0,99,157,1,1,0,2,9,N,0,1,2,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
1530,3917,1006,X,84,10000.0,8.9,secured  ,11,2,108,H,Y,2,M,M,168,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,240,149000,48851,58281,297,0,D,49,50,0,0,99,23,2,0,0,0,8,N,0,95,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1532,3919,801,D,60,3000.0,31.9,UnSecured,27,4,14,T,Y,0,D,F,240,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,192,120000,0,11700,182,4,D,50,0,1,3,4,4,0,0,0,3,0,N,1,117,7,N,4,LASCI                     ,1,751.0,LASCI,Single,1,0,0
1533,3920,843,B,60,9000.0,15.9,UnSecured,36,6,18,T,Y,4,S,F,62,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,181,120000,0,17088,122,0,D,39,0,0,0,99,0,0,0,0,5,1,N,0,171,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1534,3922,855,B,13,1000.0,26.9,UnSecured,21,4,48,H,Y,2,M,F,72,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,120,350000,150000,5196,0,5,D,42,0,0,0,99,0,2,0,0,1,3,N,0,52,8,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
1535,3932,1025,X,60,7500.0,8.1,UnSecured,12,2,324,H,Y,0,M,M,88,R,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,312,130000,0,23999,273,0,D,69,0,0,0,99,0,0,0,0,1,26,N,0,240,5,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1536,3933,940,A,37,5500.0,10.9,UnSecured,13,2,30,H,Y,0,D,M,183,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,267,105000,72060,76510,474,0,D,41,74,0,0,99,0,0,0,0,5,2,N,0,45,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1537,3935,867,B,60,7000.0,17.9,UnSecured,32,5,46,H,Y,1,M,F,54,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,80000,46965,59285,498,5,D,45,48,0,0,99,4,1,1,0,3,2,N,0,124,6,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1538,3942,874,A,60,8000.0,16.9,UnSecured,36,6,96,T,Y,0,M,F,60,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,120000,0,4590,143,4,D,42,0,0,0,99,0,0,0,0,1,3,N,0,46,5,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
1544,3958,899,A,24,2840.0,19.9,UnSecured,0,1,61,T,Y,1,D,M,41,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,130,120000,0,14050,271,0,D,61,0,0,0,99,0,0,0,0,0,0,N,0,141,4,N,99,Single                    ,1,728.0,LASCI,Single,1,0,0
1545,3960,777,E,24,1300.0,27.9,UnSecured,0,1,35,T,Y,2,M,F,42,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,180,120000,0,578,0,4,D,36,0,0,0,99,0,2,1,0,4,0,N,0,6,3,N,99,Single                    ,1,725.0,LASU,Single,1,0,0
1546,3961,621,R,48,5244.12,14.4,secured  ,0,1,3,L,Y,0,S,M,7,S,F,P,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,7,120000,0,100209,868,0,D,23,91,0,0,99,12,1,5,5,1,0,N,0,110,6,N,99,Gold                      ,1,707.0,,Single,1,0,0
1547,3963,784,O,30,3845.0,15.8,secured  ,0,1,2,T,Y,0,D,M,0,R,F,P,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,36,120000,0,0,0,5,D,68,0,0,0,99,0,0,0,0,3,0,N,0,1,1,N,99,Bronze                    ,1,709.0,,Single,1,0,0
1549,3965,1006,X,60,8000.0,7.9,UnSecured,23,4,384,H,Y,0,M,F,183,D,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,336,125000,0,1342,0,0,D,62,0,0,0,99,0,0,0,0,2,27,N,0,14,3,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1550,3968,837,C,60,2000.0,28.9,UnSecured,43,7,300,H,Y,0,W,M,108,P,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,108,75000,4500,196,0,5,D,63,0,2,20,46,0,0,0,0,2,13,N,2,2,1,N,46,LASU                      ,1,770.0,LASU,Single,1,0,0
1552,3976,988,X,120,30000.0,9.9,secured  ,7,1,92,H,Y,3,M,M,65,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,135,275000,242611,319198,2106,0,D,43,243,0,0,99,0,0,0,0,2,8,N,0,776,9,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1553,3980,845,B,120,10000.0,12.9,secured  ,18,3,168,H,Y,3,M,M,120,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,156,203000,161646,161646,1091,5,D,41,163,1,8,28,12,3,3,1,3,12,N,1,1,2,N,28,1st Cust-LASCI /2nd       ,1,753.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
1554,3985,723,O,84,8207.0,15.9,secured  ,22,4,9,H,Y,1,M,F,8,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,208,126000,113000,24335,307,2,D,26,0,0,0,99,34,4,3,3,8,0,N,0,244,6,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
1555,3987,969,X,120,40000.0,7.9,secured  ,5,1,43,H,Y,1,M,F,120,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,252000,176446,326255,3671,5,D,44,288,0,0,99,0,0,0,0,6,0,N,0,396,8,N,99,Joint Life & Critica      ,1,749.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
1558,3991,749,F,120,7000.0,14.9,secured  ,42,7,168,H,Y,0,M,M,86,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,182,111000,81320,91963,794,5,D,46,83,0,0,99,24,3,2,2,6,14,N,0,107,4,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
1559,3995,800,D,120,20000.0,12.9,secured  ,46,8,222,H,Y,0,M,M,41,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,TRUE ,TRUE,FALSE ,224,230000,179292,191440,1762,4,D,55,181,1,32,8,191,1,2,0,2,15,N,1,122,9,N,8,Joint                     ,1,722.0,1st Cust - LASCI / 2nd Cust - LASU,Joint,0,1,0
1560,3996,813,C,120,30000.0,14.4,secured  ,25,4,67,H,Y,0,S,F,36,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,172000,149000,165921,895,5,D,35,167,0,0,99,0,2,2,0,2,4,N,0,3,3,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1565,4016,958,X,60,8500.0,9.4,UnSecured,24,4,60,H,Y,0,M,F,54,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,144,155000,107012,112513,634,5,D,29,109,0,0,99,0,1,0,0,2,2,N,0,56,6,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
1567,4022,918,A,60,7000.0,10.9,UnSecured,19,3,171,H,Y,1,D,F,147,G,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,171,250000,201838,208628,1050,4,D,48,203,2,8,46,14,0,0,0,8,15,N,0,68,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1568,4026,915,A,36,2000.0,19.9,UnSecured,42,7,60,H,Y,0,M,M,92,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,96,170000,165000,140790,907,0,D,44,134,0,0,99,13,0,0,0,0,6,N,0,81,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1569,4027,776,E,60,6000.0,19.9,UnSecured,13,2,4,H,Y,0,M,M,48,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,180000,164997,43483,653,5,D,41,0,0,0,99,0,0,0,0,6,0,N,0,435,3,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1570,4028,733,O,37,2000.0,29.9,UnSecured,27,4,360,H,N,3,M,M,6,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,240,120000,90000,0,0,5,D,45,0,2,113,11,115,0,0,0,1,21,N,1,0,0,N,11,LASU                      ,1,750.0,LASU,Single,1,0,0
1573,4036,932,A,60,5000.0,14.9,UnSecured,24,4,132,H,Y,0,D,M,408,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,110000,89172,91240,561,5,D,53,91,0,0,99,0,0,0,0,2,11,N,0,21,3,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
1575,4042,868,B,60,5000.0,17.9,UnSecured,42,7,53,H,Y,3,M,F,7,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,305,105000,78186,82997,538,4,D,34,80,0,0,99,15,0,0,0,1,4,N,0,49,9,N,99,Joint                     ,1,719.0,LASCI JOINT,Joint,0,1,0
1579,4052,718,O,37,1500.0,44.9,UnSecured,9,2,144,H,N,3,M,M,166,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,122,148000,53519,58283,663,5,D,41,55,1,26,8,54,3,2,1,0,12,N,1,48,2,N,8,LASU                      ,1,750.0,LASU,Single,1,0,0
1581,4054,908,A,60,7000.0,16.9,UnSecured,43,7,76,T,Y,0,M,M,52,R,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,84,120000,0,12699,0,0,D,70,0,0,0,99,13,0,0,0,6,5,N,0,127,3,N,99,Life & CI                 ,1,714.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
1583,4059,839,B,60,4500.0,31.9,UnSecured,15,3,216,L,Y,0,S,M,60,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,120000,0,6101,92,5,D,30,0,0,0,99,0,0,0,0,1,5,N,0,62,4,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
1584,4061,856,B,60,3000.0,19.9,UnSecured,23,4,3,H,Y,2,S,M,120,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,155000,150425,168182,1076,0,D,37,152,0,0,99,0,0,0,0,4,0,N,0,178,8,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
1587,4071,776,E,32,2000.0,35.9,UnSecured,43,7,35,T,Y,0,D,F,0,R,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,45,120000,0,7407,0,0,D,68,0,0,0,99,0,0,0,0,4,1,N,0,75,3,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1588,4074,879,A,37,3000.0,21.9,UnSecured,10,2,18,H,Y,1,S,M,22,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,101000,184007,184007,765,5,D,30,186,0,0,99,0,0,0,0,1,1,N,0,0,1,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1589,4079,780,E,60,3000.0,27.9,UnSecured,44,8,201,H,Y,0,M,M,8,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,88,155000,141279,157757,1053,0,D,39,143,1,25,13,87,0,0,0,7,15,N,1,165,4,N,13,Single                    ,1,718.0,LASCI,Single,1,0,0
1590,4082,884,A,60,7000.0,17.9,UnSecured,46,8,97,T,Y,0,M,M,97,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,144,120000,0,18635,8,0,D,53,0,0,0,99,0,1,1,0,0,0,N,0,187,7,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1591,4085,777,E,60,3000.0,35.9,UnSecured,8,2,39,H,Y,0,S,F,68,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,89,250000,77000,14519,361,5,D,39,0,0,0,99,185,1,0,0,1,3,N,0,146,9,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1592,4086,813,C,60,5000.0,22.9,UnSecured,29,5,3,H,Y,1,M,M,66,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,810000,647430,704924,2533,5,D,33,686,0,0,99,0,0,1,0,5,0,N,0,209,4,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
1593,4087,950,X,60,5000.0,10.4,UnSecured,36,6,92,T,Y,2,M,M,92,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,150,120000,0,10305,142,0,D,54,0,0,0,99,0,0,0,0,0,1,N,0,104,5,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
1594,4088,894,A,60,6500.0,12.9,UnSecured,20,3,432,H,Y,0,S,M,60,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,270000,200000,201268,1119,5,D,47,202,0,0,99,0,0,0,0,3,4,N,0,8,4,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
1596,4102,713,O,120,5000.0,20.9,secured  ,42,7,84,H,Y,2,S,F,108,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,252,117000,82301,91719,822,5,D,38,84,0,0,99,7,6,6,8,8,6,N,0,95,9,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
1597,4104,640,S,48,3000.0,26.9,secured  ,24,4,120,H,N,1,S,F,3,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,36,100000,72000,189,0,5,D,33,0,4,16,34,4,0,1,0,6,10,N,4,2,3,N,34,LASU                      ,1,750.0,LASU,Single,1,0,0
1598,4106,780,E,60,3000.0,29.9,UnSecured,15,3,28,T,Y,0,S,M,85,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,210,120000,0,3433,0,0,D,38,0,0,0,99,0,2,2,0,1,2,N,0,35,6,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
1599,4110,940,A,60,8000.0,11.4,UnSecured,23,4,252,H,Y,0,M,F,156,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,210000,63272,69631,777,5,D,50,65,1,9,67,8,1,1,0,4,1,N,1,64,4,N,67,LASU                      ,1,750.0,LASU,Single,1,0,0
1600,4115,1047,X,60,12044.0,6.9,UnSecured,18,3,279,H,Y,4,M,M,195,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,195,200000,92871,233796,1400,0,D,50,229,0,0,99,0,1,0,0,1,14,N,0,61,5,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1602,4122,827,C,36,1000.0,17.9,UnSecured,24,4,24,H,Y,0,D,F,180,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,105000,89231,133795,1762,5,D,37,91,0,0,99,0,1,0,0,9,2,N,0,446,9,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1603,4123,710,O,36,1000.0,43.9,UnSecured,43,7,1,H,N,3,M,M,175,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,175,110000,105495,7131,270,5,D,30,0,0,0,99,6,1,0,0,6,0,N,0,72,9,N,99,Joint Life & Critica      ,1,749.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
1604,4124,888,A,60,6000.0,27.4,UnSecured,5,1,252,H,Y,1,M,M,38,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,230000,127595,138297,934,0,D,49,129,0,0,99,0,3,1,1,3,16,N,0,108,9,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
1605,4126,746,F,60,2000.0,38.9,UnSecured,18,3,60,H,Y,4,M,M,171,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,144,224000,119371,105906,963,0,D,35,96,0,0,99,237,5,5,3,9,6,N,0,119,9,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
1607,4129,749,F,48,2500.0,31.9,UnSecured,43,7,207,H,Y,2,M,M,48,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,144,85000,65303,67213,533,5,D,44,67,3,39,15,236,1,0,0,4,15,N,2,20,5,N,15,1st Cust-LASCI /2nd       ,1,753.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
1608,4131,993,X,60,6500.0,9.9,UnSecured,25,4,84,T,Y,0,M,M,180,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,240,120000,0,37250,638,0,D,49,0,0,0,99,0,1,0,0,2,8,N,0,373,6,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
1610,4133,835,C,60,10000.0,17.9,UnSecured,44,8,118,H,Y,0,D,M,39,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,310,70000,41860,42458,346,0,D,41,43,0,0,99,0,0,0,0,8,0,N,0,6,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1612,4142,825,C,60,6000.0,19.9,UnSecured,22,4,28,H,N,0,S,M,120,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,168,60000,66547,79191,567,0,D,31,66,0,0,99,0,0,0,0,1,0,N,0,149,5,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1614,4148,859,B,24,5000.0,17.9,UnSecured,60,11,36,H,Y,2,M,M,49,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,121,500000,300000,42711,0,0,D,40,0,0,0,99,0,0,0,0,7,1,N,0,428,3,N,99,Single                    ,1,720.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
1616,4153,821,C,36,2000.0,23.9,UnSecured,43,7,113,H,Y,1,M,F,53,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,84000,72000,2211,0,5,D,39,0,3,20,35,43,0,0,0,9,7,N,1,23,3,N,44,LASU                      ,1,750.0,LASU,Single,1,0,0
1617,4155,882,A,60,6500.0,14.4,UnSecured,0,1,170,H,Y,0,M,F,218,G,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,206,99000,50000,101870,602,4,D,38,95,2,4,20,38,0,0,0,6,15,N,1,87,5,N,20,Joint                     ,1,722.0,1st Cust - LASCI / 2nd Cust - LASU,Joint,0,1,0
1618,4157,772,E,120,7500.0,14.9,secured  ,44,8,23,H,N,0,M,M,39,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,48,86000,63747,70242,627,5,D,41,69,0,0,99,5,2,1,0,4,2,N,0,28,9,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1619,4160,932,A,36,2000.0,18.9,UnSecured,4,1,145,H,Y,2,M,F,12,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,350000,46000,13073,165,5,D,40,0,0,0,99,12,0,0,0,2,12,N,0,131,4,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
1620,4162,802,D,48,6000.0,35.9,UnSecured,16,3,300,L,Y,0,S,M,5,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,120000,0,4978,210,5,D,26,0,0,0,99,1,3,1,1,3,8,N,0,50,3,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1621,4164,763,E,24,2000.0,26.9,UnSecured,54,10,192,L,Y,1,M,M,36,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,84,120000,0,4226,157,5,D,36,0,0,0,99,0,1,0,0,4,4,N,0,43,6,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1622,4165,944,X,60,9500.0,7.4,UnSecured,0,1,18,H,Y,2,M,M,18,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,200000,110000,12903,0,0,D,38,0,0,0,99,0,1,0,0,1,0,N,0,130,7,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1623,4167,824,C,36,3000.0,24.9,UnSecured,10,2,3,H,Y,2,M,M,11,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,250000,221144,259270,1663,4,D,47,223,0,0,99,0,0,0,0,5,0,N,0,382,6,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
1626,4194,936,A,60,5000.0,10.9,UnSecured,44,8,209,H,Y,1,S,F,256,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,156,80000,58000,701,0,5,D,42,0,0,0,99,29,0,0,0,3,18,N,0,8,3,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
1627,4195,975,X,60,15000.0,7.4,UnSecured,47,8,256,H,Y,0,M,M,183,G,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,339,92000,113973,126959,1005,0,D,47,115,0,0,99,28,0,0,0,5,19,N,0,135,7,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
1629,4199,861,B,60,3000.0,22.9,UnSecured,11,2,51,H,Y,1,M,F,38,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,170000,159545,161823,1280,5,D,44,161,0,0,99,0,1,1,0,3,1,N,0,23,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1630,4201,931,A,24,1500.0,30.9,UnSecured,46,8,6,H,Y,3,S,F,36,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,90,150000,145000,160108,1835,5,D,33,151,0,0,99,0,6,1,1,2,0,N,0,111,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
1631,4205,892,A,60,7000.0,18.9,UnSecured,23,4,144,R,Y,0,W,M,371,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,83,120000,0,24510,402,0,D,59,0,1,1,68,0,0,0,0,4,11,N,1,246,8,N,68,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
